"system.index","Name","Shape_Area","Shape_Leng","precip","tavg","tmax","tmin",".geo"
"19940521_00000000000000000000","Deary",3414097.91084,9686.26783674,23.640625,8.9609375,13.078125,4.84375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940522_00000000000000000000","Deary",3414097.91084,9686.26783674,1.4765625,11.546875,18.34375,4.7578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940523_00000000000000000000","Deary",3414097.91084,9686.26783674,0,12.7109375,20.40625,5.0234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940524_00000000000000000000","Deary",3414097.91084,9686.26783674,0,14.9765625,24.4765625,5.4921875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940525_00000000000000000000","Deary",3414097.91084,9686.26783674,0,16.2734375,25.8203125,6.71875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940526_00000000000000000000","Deary",3414097.91084,9686.26783674,0,18.296875,27.84375,8.7578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940527_00000000000000000000","Deary",3414097.91084,9686.26783674,0,14.7421875,21.421875,8.0625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940528_00000000000000000000","Deary",3414097.91084,9686.26783674,0,9.6875,16.046875,3.328125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940529_00000000000000000000","Deary",3414097.91084,9686.26783674,2.6875,10.03125,16.40625,3.6484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940530_00000000000000000000","Deary",3414097.91084,9686.26783674,1.96875,9.421875,15.53125,3.3203125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940531_00000000000000000000","Deary",3414097.91084,9686.26783674,0,11.4609375,19.8203125,3.109375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940601_00000000000000000000","Deary",3414097.91084,9686.26783674,0,13,20.140625,5.859375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940602_00000000000000000000","Deary",3414097.91084,9686.26783674,3.03125,10.9921875,18.4921875,3.4921875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940603_00000000000000000000","Deary",3414097.91084,9686.26783674,0,14.1796875,23.2890625,5.0703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940604_00000000000000000000","Deary",3414097.91084,9686.26783674,2.109375,16.75,25.953125,7.5625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940605_00000000000000000000","Deary",3414097.91084,9686.26783674,3.203125,12.9375,20.3125,5.5703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940606_00000000000000000000","Deary",3414097.91084,9686.26783674,4.3671875,15.15625,23.7109375,6.6015625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940607_00000000000000000000","Deary",3414097.91084,9686.26783674,10.359375,7.8828125,12.6484375,3.1171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940608_00000000000000000000","Deary",3414097.91084,9686.26783674,6.5625,7.8828125,14.0625,1.703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940609_00000000000000000000","Deary",3414097.91084,9686.26783674,2.1484375,10.0625,17.3984375,2.71875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940610_00000000000000000000","Deary",3414097.91084,9686.26783674,0,12.65625,21.4296875,3.890625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940611_00000000000000000000","Deary",3414097.91084,9686.26783674,0,15.953125,25.3984375,6.5078125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940612_00000000000000000000","Deary",3414097.91084,9686.26783674,0,17.34375,25.0234375,9.65625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940613_00000000000000000000","Deary",3414097.91084,9686.26783674,5.890625,15.9375,23.859375,8.0234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940614_00000000000000000000","Deary",3414097.91084,9686.26783674,2.7578125,9.3515625,15.609375,3.09375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940615_00000000000000000000","Deary",3414097.91084,9686.26783674,3.7109375,7.2421875,13.703125,0.78125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940616_00000000000000000000","Deary",3414097.91084,9686.26783674,0,9.609375,17.140625,2.078125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940617_00000000000000000000","Deary",3414097.91084,9686.26783674,4.1171875,9.828125,16.4765625,3.1796875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940618_00000000000000000000","Deary",3414097.91084,9686.26783674,0,12.8828125,22.640625,3.1171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940619_00000000000000000000","Deary",3414097.91084,9686.26783674,0,11.2109375,19.5703125,2.859375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940620_00000000000000000000","Deary",3414097.91084,9686.26783674,0,15.5390625,26.7421875,4.3515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940621_00000000000000000000","Deary",3414097.91084,9686.26783674,0,20.6328125,31.9296875,9.328125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940622_00000000000000000000","Deary",3414097.91084,9686.26783674,0,20.9765625,31.7890625,10.15625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940623_00000000000000000000","Deary",3414097.91084,9686.26783674,0,21.84375,32.953125,10.71875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940624_00000000000000000000","Deary",3414097.91084,9686.26783674,0,18.359375,28.3515625,8.3671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940625_00000000000000000000","Deary",3414097.91084,9686.26783674,0,14.75,24.7265625,4.7578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940626_00000000000000000000","Deary",3414097.91084,9686.26783674,0,16.9609375,27.0078125,6.90625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940627_00000000000000000000","Deary",3414097.91084,9686.26783674,3.4921875,10.90625,17.359375,4.4609375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940628_00000000000000000000","Deary",3414097.91084,9686.26783674,0,15.75,26.28125,5.21875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940629_00000000000000000000","Deary",3414097.91084,9686.26783674,0,19.40625,29.8984375,8.921875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940630_00000000000000000000","Deary",3414097.91084,9686.26783674,0,18.65625,28.2578125,9.046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940701_00000000000000000000","Deary",3414097.91084,9686.26783674,0,17.6796875,28.953125,6.3984375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940702_00000000000000000000","Deary",3414097.91084,9686.26783674,4.21875,15.9765625,25.71875,6.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940703_00000000000000000000","Deary",3414097.91084,9686.26783674,0,11.4765625,18.7734375,4.1875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940704_00000000000000000000","Deary",3414097.91084,9686.26783674,0,11.6328125,20.828125,2.4296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940705_00000000000000000000","Deary",3414097.91084,9686.26783674,0,13.9375,23.3828125,4.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940706_00000000000000000000","Deary",3414097.91084,9686.26783674,6.9609375,10.1171875,15.7265625,4.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940707_00000000000000000000","Deary",3414097.91084,9686.26783674,0,12.890625,21.140625,4.640625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940708_00000000000000000000","Deary",3414097.91084,9686.26783674,0,17.8828125,28.8515625,6.8984375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940709_00000000000000000000","Deary",3414097.91084,9686.26783674,0,20.9921875,31.9375,10.0390625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940710_00000000000000000000","Deary",3414097.91084,9686.26783674,0,19.96875,30.8828125,9.0625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940711_00000000000000000000","Deary",3414097.91084,9686.26783674,0,16.9296875,28.1015625,5.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940712_00000000000000000000","Deary",3414097.91084,9686.26783674,0,18.140625,29.5390625,6.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940713_00000000000000000000","Deary",3414097.91084,9686.26783674,0,19.0234375,30.3984375,7.6484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940714_00000000000000000000","Deary",3414097.91084,9686.26783674,0,19.953125,31.0234375,8.8828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940715_00000000000000000000","Deary",3414097.91084,9686.26783674,0,20.2734375,31.328125,9.2109375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940716_00000000000000000000","Deary",3414097.91084,9686.26783674,0,20.3671875,31.9375,8.796875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940717_00000000000000000000","Deary",3414097.91084,9686.26783674,0,21.7578125,33.1328125,10.3828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940718_00000000000000000000","Deary",3414097.91084,9686.26783674,0,22.4609375,33.421875,11.5078125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940719_00000000000000000000","Deary",3414097.91084,9686.26783674,0,18.296875,28,8.59375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940720_00000000000000000000","Deary",3414097.91084,9686.26783674,0,19.46875,31.1484375,7.7890625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940721_00000000000000000000","Deary",3414097.91084,9686.26783674,0,22.65625,34.953125,10.359375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940722_00000000000000000000","Deary",3414097.91084,9686.26783674,0,25.1328125,37.21875,13.046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940723_00000000000000000000","Deary",3414097.91084,9686.26783674,0,26.578125,38.390625,14.7734375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940724_00000000000000000000","Deary",3414097.91084,9686.26783674,0,26.09375,36.2109375,15.9609375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940725_00000000000000000000","Deary",3414097.91084,9686.26783674,0,25.1484375,36.1015625,14.203125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940726_00000000000000000000","Deary",3414097.91084,9686.26783674,0,23.84375,35.203125,12.46875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940727_00000000000000000000","Deary",3414097.91084,9686.26783674,0,22.3515625,33.9765625,10.71875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940728_00000000000000000000","Deary",3414097.91084,9686.26783674,0,23.203125,35.5703125,10.84375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940729_00000000000000000000","Deary",3414097.91084,9686.26783674,0,23.9296875,35.9765625,11.890625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940730_00000000000000000000","Deary",3414097.91084,9686.26783674,0,23.84375,34.71875,12.953125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940731_00000000000000000000","Deary",3414097.91084,9686.26783674,0,20,30.3203125,9.671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940801_00000000000000000000","Deary",3414097.91084,9686.26783674,0,22.46875,33.65625,11.2890625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940802_00000000000000000000","Deary",3414097.91084,9686.26783674,0,23.7421875,34.953125,12.53125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940803_00000000000000000000","Deary",3414097.91084,9686.26783674,0,24.90625,35.75,14.0625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940804_00000000000000000000","Deary",3414097.91084,9686.26783674,0,24.640625,36.21875,13.0625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940805_00000000000000000000","Deary",3414097.91084,9686.26783674,0,23.4375,34.5703125,12.3125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940806_00000000000000000000","Deary",3414097.91084,9686.26783674,0,17.4609375,27.34375,7.578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940807_00000000000000000000","Deary",3414097.91084,9686.26783674,0,17.40625,27.7578125,7.0703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940808_00000000000000000000","Deary",3414097.91084,9686.26783674,0,20.65625,31.859375,9.4609375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940809_00000000000000000000","Deary",3414097.91084,9686.26783674,0,16.2109375,26.03125,6.3984375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940810_00000000000000000000","Deary",3414097.91084,9686.26783674,0,16.6484375,27.421875,5.8828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940811_00000000000000000000","Deary",3414097.91084,9686.26783674,0,21.6875,34.28125,9.1015625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940812_00000000000000000000","Deary",3414097.91084,9686.26783674,0,22.2109375,33.28125,11.140625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940813_00000000000000000000","Deary",3414097.91084,9686.26783674,0,23.2578125,34.5234375,11.9921875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940814_00000000000000000000","Deary",3414097.91084,9686.26783674,0,24.53125,36.8125,12.2421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940815_00000000000000000000","Deary",3414097.91084,9686.26783674,0,23.7890625,35.7734375,11.796875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940816_00000000000000000000","Deary",3414097.91084,9686.26783674,0,17.3203125,27.6875,6.953125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940817_00000000000000000000","Deary",3414097.91084,9686.26783674,0,17.0234375,27.8515625,6.1875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940818_00000000000000000000","Deary",3414097.91084,9686.26783674,0,16.859375,27.546875,6.171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940819_00000000000000000000","Deary",3414097.91084,9686.26783674,0,19.2265625,31.359375,7.09375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940820_00000000000000000000","Deary",3414097.91084,9686.26783674,0,18.609375,29.1015625,8.1171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940821_00000000000000000000","Deary",3414097.91084,9686.26783674,0,18.0703125,28.7734375,7.359375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940822_00000000000000000000","Deary",3414097.91084,9686.26783674,0,17.09375,27.2734375,6.8984375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940823_00000000000000000000","Deary",3414097.91084,9686.26783674,0,13.2578125,21.1171875,5.3984375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940824_00000000000000000000","Deary",3414097.91084,9686.26783674,0,16.828125,27.671875,5.9765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940825_00000000000000000000","Deary",3414097.91084,9686.26783674,0,16.9296875,27.5,6.359375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940826_00000000000000000000","Deary",3414097.91084,9686.26783674,0,17.3515625,28.4375,6.2578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940827_00000000000000000000","Deary",3414097.91084,9686.26783674,0,15.1484375,24.4375,5.859375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940828_00000000000000000000","Deary",3414097.91084,9686.26783674,0,17.890625,28.8203125,6.953125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940829_00000000000000000000","Deary",3414097.91084,9686.26783674,0,19.578125,30.421875,8.7265625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940830_00000000000000000000","Deary",3414097.91084,9686.26783674,0,14.9921875,24.078125,5.8984375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940831_00000000000000000000","Deary",3414097.91084,9686.26783674,0,17.109375,27.40625,6.8125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940901_00000000000000000000","Deary",3414097.91084,9686.26783674,0,18.3125,28.2734375,8.3515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940902_00000000000000000000","Deary",3414097.91084,9686.26783674,0,18.2578125,27.890625,8.6328125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940903_00000000000000000000","Deary",3414097.91084,9686.26783674,0,16.3203125,25.1796875,7.46875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940904_00000000000000000000","Deary",3414097.91084,9686.26783674,13.0390625,11.109375,16.3515625,5.8671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940905_00000000000000000000","Deary",3414097.91084,9686.26783674,0,11.2265625,19.25,3.2109375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940906_00000000000000000000","Deary",3414097.91084,9686.26783674,0,14.359375,25.296875,3.421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940907_00000000000000000000","Deary",3414097.91084,9686.26783674,0,18.2265625,30.71875,5.7421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940908_00000000000000000000","Deary",3414097.91084,9686.26783674,0,19.296875,31.40625,7.1875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940909_00000000000000000000","Deary",3414097.91084,9686.26783674,0,16.46875,27.578125,5.359375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940910_00000000000000000000","Deary",3414097.91084,9686.26783674,1.9765625,8.25,14.5234375,1.9765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940911_00000000000000000000","Deary",3414097.91084,9686.26783674,0,9.9765625,18.0625,1.8984375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940912_00000000000000000000","Deary",3414097.91084,9686.26783674,0,10.078125,19.3984375,0.7578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940913_00000000000000000000","Deary",3414097.91084,9686.26783674,0,11.3828125,21.5390625,1.2109375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940914_00000000000000000000","Deary",3414097.91084,9686.26783674,0,10.9296875,19.3671875,2.4765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940915_00000000000000000000","Deary",3414097.91084,9686.26783674,0,10.78125,18.171875,3.390625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940916_00000000000000000000","Deary",3414097.91084,9686.26783674,0,13.703125,23.0390625,4.3515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940917_00000000000000000000","Deary",3414097.91084,9686.26783674,0,16.8203125,27.921875,5.7109375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940918_00000000000000000000","Deary",3414097.91084,9686.26783674,0,18.34375,29.609375,7.0703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940919_00000000000000000000","Deary",3414097.91084,9686.26783674,0,18.75,30.1328125,7.3671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940920_00000000000000000000","Deary",3414097.91084,9686.26783674,0,18.328125,29.78125,6.8828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940921_00000000000000000000","Deary",3414097.91084,9686.26783674,0,16.8671875,27.59375,6.1484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940922_00000000000000000000","Deary",3414097.91084,9686.26783674,0,14.9921875,25.453125,4.53125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940923_00000000000000000000","Deary",3414097.91084,9686.26783674,0,16.421875,28.078125,4.7578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940924_00000000000000000000","Deary",3414097.91084,9686.26783674,0,17.84375,29.859375,5.8203125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940925_00000000000000000000","Deary",3414097.91084,9686.26783674,0,18.703125,31.1328125,6.2734375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940926_00000000000000000000","Deary",3414097.91084,9686.26783674,0,18.0390625,29.4296875,6.6484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940927_00000000000000000000","Deary",3414097.91084,9686.26783674,0,17.140625,28.2734375,6.0234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940928_00000000000000000000","Deary",3414097.91084,9686.26783674,0,17.03125,28.140625,5.921875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940929_00000000000000000000","Deary",3414097.91084,9686.26783674,0,16.640625,26.65625,6.6171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19940930_00000000000000000000","Deary",3414097.91084,9686.26783674,0,11.3203125,16.328125,6.3203125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941001_00000000000000000000","Deary",3414097.91084,9686.26783674,0,13.2265625,20.8125,5.6484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941002_00000000000000000000","Deary",3414097.91084,9686.26783674,0,11.53125,19.2890625,3.7734375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941003_00000000000000000000","Deary",3414097.91084,9686.26783674,0,7.34375,13.1171875,1.5703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941004_00000000000000000000","Deary",3414097.91084,9686.26783674,0,6.5,12.6328125,0.359375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941005_00000000000000000000","Deary",3414097.91084,9686.26783674,0,9.046875,17.75,0.3515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941006_00000000000000000000","Deary",3414097.91084,9686.26783674,0,8.6171875,15.5078125,1.7265625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941007_00000000000000000000","Deary",3414097.91084,9686.26783674,0,8.359375,16.671875,0.0390625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941008_00000000000000000000","Deary",3414097.91084,9686.26783674,0,9.59375,18.8828125,0.296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941009_00000000000000000000","Deary",3414097.91084,9686.26783674,0,12.0078125,21.671875,2.3515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941010_00000000000000000000","Deary",3414097.91084,9686.26783674,0,13.9765625,23.046875,4.8984375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941011_00000000000000000000","Deary",3414097.91084,9686.26783674,3.578125,10.5078125,18.328125,2.703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941012_00000000000000000000","Deary",3414097.91084,9686.26783674,1.90625,5.78125,11.6484375,-0.09375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941013_00000000000000000000","Deary",3414097.91084,9686.26783674,0,7.2890625,15.6484375,-1.078125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941014_00000000000000000000","Deary",3414097.91084,9686.26783674,5.5625,6.8671875,14.5390625,-0.796875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941015_00000000000000000000","Deary",3414097.91084,9686.26783674,12.78125,4.3203125,8.9921875,-0.359375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941016_00000000000000000000","Deary",3414097.91084,9686.26783674,0,4.203125,8.671875,-0.2734375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941017_00000000000000000000","Deary",3414097.91084,9686.26783674,0,6.6328125,13.78125,-0.5234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941018_00000000000000000000","Deary",3414097.91084,9686.26783674,0,5.9609375,11.953125,-0.0390625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941019_00000000000000000000","Deary",3414097.91084,9686.26783674,0,5.7734375,11.8828125,-0.3515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941020_00000000000000000000","Deary",3414097.91084,9686.26783674,0,6.828125,13.9296875,-0.2578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941021_00000000000000000000","Deary",3414097.91084,9686.26783674,6.9921875,6.1171875,11.40625,0.8203125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941022_00000000000000000000","Deary",3414097.91084,9686.26783674,3.1328125,4.671875,10.328125,-0.9921875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941023_00000000000000000000","Deary",3414097.91084,9686.26783674,0,4.0078125,10.171875,-2.140625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941024_00000000000000000000","Deary",3414097.91084,9686.26783674,0,6.296875,12.9765625,-0.3828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941025_00000000000000000000","Deary",3414097.91084,9686.26783674,0,7.7578125,15.75,-0.21875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941026_00000000000000000000","Deary",3414097.91084,9686.26783674,2.75,9.78125,17.578125,1.9765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941027_00000000000000000000","Deary",3414097.91084,9686.26783674,30.890625,8.9765625,13.5703125,4.3984375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941028_00000000000000000000","Deary",3414097.91084,9686.26783674,39.7421875,4.8828125,8.359375,1.3984375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941029_00000000000000000000","Deary",3414097.91084,9686.26783674,9.796875,2.2265625,6.2265625,-1.78125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941030_00000000000000000000","Deary",3414097.91084,9686.26783674,0,1.546875,6.2578125,-3.15625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941031_00000000000000000000","Deary",3414097.91084,9686.26783674,10.2734375,0.296875,3.7109375,-3.1015625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941101_00000000000000000000","Deary",3414097.91084,9686.26783674,30.7890625,3.3125,6.5,0.1328125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941102_00000000000000000000","Deary",3414097.91084,9686.26783674,4.953125,0.96875,3.6015625,-1.671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941103_00000000000000000000","Deary",3414097.91084,9686.26783674,0.8984375,-0.453125,2.6015625,-3.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941104_00000000000000000000","Deary",3414097.91084,9686.26783674,2.09375,-1.1484375,1.453125,-3.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941105_00000000000000000000","Deary",3414097.91084,9686.26783674,11.9296875,-0.71875,1.1015625,-2.546875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941106_00000000000000000000","Deary",3414097.91084,9686.26783674,0,0.78125,3.7578125,-2.1875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941107_00000000000000000000","Deary",3414097.91084,9686.26783674,1.296875,0.6875,3.890625,-2.5234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941108_00000000000000000000","Deary",3414097.91084,9686.26783674,0,0.359375,4.359375,-3.6484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941109_00000000000000000000","Deary",3414097.91084,9686.26783674,1.25,0.1015625,3.8984375,-3.703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941110_00000000000000000000","Deary",3414097.91084,9686.26783674,5.96875,2.2109375,4.25,0.15625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941111_00000000000000000000","Deary",3414097.91084,9686.26783674,0.5390625,2.5078125,4.3828125,0.640625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941112_00000000000000000000","Deary",3414097.91084,9686.26783674,2,2.1328125,4.5234375,-0.2578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941113_00000000000000000000","Deary",3414097.91084,9686.26783674,2.6328125,-0.4609375,2.0234375,-2.9375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941114_00000000000000000000","Deary",3414097.91084,9686.26783674,0,-0.4765625,2.2734375,-3.2265625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941115_00000000000000000000","Deary",3414097.91084,9686.26783674,0,1.6015625,4.9921875,-1.796875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19941116_00000000000000000000","Deary",3414097.91084,9686.26783674,3.859375,0.078125,2.34375,-2.171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
